label,rule,tmax,window_days,alpha,shared_base_threshold,shared_slope,shared_high_success_pct,shared_low_all_success_pct,shared_combined_success_pct,shared_min_success_pct,shared_gap_pct,n_cells_total,n_cells_at_max_min,pct_cells_at_max_min,n_cells_at_max_sum,n_cells_sum_ge_130,pct_cells_sum_ge_130,n_cells_sum_ge_120,pct_cells_sum_ge_120,n_cells_both_ge_60,pct_cells_both_ge_60,n_cells_min_ge_50,pct_cells_min_ge_50,high_individual_best_pct,high_individual_best_base,high_individual_best_slope,low_all_individual_best_pct,low_all_individual_best_base,low_all_individual_best_slope,high_fallback_rate_pct,low_all_fallback_rate_pct,high_median_transient,low_all_median_transient,n_cells_sum_ge_100,pct_cells_sum_ge_100,n_cells_sum_ge_105,pct_cells_sum_ge_105,n_cells_sum_ge_110,pct_cells_sum_ge_110,n_cells_sum_ge_115,pct_cells_sum_ge_115,n_cells_within_5_of_max_sum,pct_cells_within_5_of_max_sum,n_cells_within_10_of_max_sum,pct_cells_within_10_of_max_sum,n_cells_both_ge_50,n_cells_both_ge_55,n_cells_sum_ge_110_gap_le_10,n_cells_sum_ge_110_min_ge_50,slope_index,base_index,slope,base_threshold,high_success_pct,low_all_success_pct,combined_success_pct,min_success_pct,gap_pct
global_good_area,continuation_3,45,15,0.01,0.75,0.003,60.0,60.869565217391305,120.86956521739131,60.0,0.8695652173913047,399,1,0.2506265664160401,1,0,0.0,1,0.2506265664160401,1,0.2506265664160401,9,2.2556390977443606,60.0,0.6,0.00225,60.869565217391305,0.75,0.003,10.0,17.391304347826086,20.0,23.0,9,2.2556390977443606,4,1.0025062656641603,4,1.0025062656641603,2,0.5012531328320802,2,0.5012531328320802,4,1.0025062656641603,9,2,4,4,4.0,14.0,0.003,0.75,60.0,60.869565217391305,120.86956521739131,60.0,0.8695652173913047
