label,rule,tmax,window_days,alpha,shared_base_threshold,shared_slope,shared_high_success_pct,shared_low_all_success_pct,shared_combined_success_pct,shared_min_success_pct,shared_gap_pct,n_cells_total,n_cells_at_max_min,pct_cells_at_max_min,n_cells_at_max_sum,n_cells_sum_ge_130,pct_cells_sum_ge_130,n_cells_sum_ge_120,pct_cells_sum_ge_120,n_cells_both_ge_60,pct_cells_both_ge_60,n_cells_min_ge_50,pct_cells_min_ge_50,high_individual_best_pct,high_individual_best_base,high_individual_best_slope,low_all_individual_best_pct,low_all_individual_best_base,low_all_individual_best_slope,high_fallback_rate_pct,low_all_fallback_rate_pct,high_median_transient,low_all_median_transient,n_cells_sum_ge_100,pct_cells_sum_ge_100,n_cells_sum_ge_105,pct_cells_sum_ge_105,n_cells_sum_ge_110,pct_cells_sum_ge_110,n_cells_sum_ge_115,pct_cells_sum_ge_115,n_cells_within_5_of_max_sum,pct_cells_within_5_of_max_sum,n_cells_within_10_of_max_sum,pct_cells_within_10_of_max_sum,n_cells_both_ge_50,n_cells_both_ge_55,n_cells_sum_ge_110_gap_le_10,n_cells_sum_ge_110_min_ge_50
global_good_area,baseline_5day,45,15,0.01,0.75,0.003,60.0,56.52173913043478,116.52173913043478,56.52173913043478,3.4782608695652186,399,1,0.2506265664160401,1,0,0.0,0,0.0,0,0.0,2,0.5012531328320802,60.0,0.9,0.00075,56.52173913043478,0.75,0.003,20.0,56.52173913043478,21.5,45.0,6,1.5037593984962405,6,1.5037593984962405,2,0.5012531328320802,1,0.2506265664160401,2,0.5012531328320802,6,1.5037593984962405,2,1,2,2
global_good_area,baseline_5day,45,15,0.02,0.7,0.003,60.0,47.82608695652174,107.82608695652175,47.82608695652174,12.173913043478258,399,1,0.2506265664160401,1,0,0.0,0,0.0,0,0.0,1,0.2506265664160401,60.0,0.85,0.0,52.17391304347826,0.75,0.003,20.0,56.52173913043478,21.5,45.0,6,1.5037593984962405,1,0.2506265664160401,0,0.0,0,0.0,5,1.2531328320802004,9,2.2556390977443606,1,0,0,0
global_good_area,baseline_5day,45,15,0.05,0.7,0.00225,50.0,47.82608695652174,97.82608695652175,47.82608695652174,2.173913043478258,399,1,0.2506265664160401,1,0,0.0,0,0.0,0,0.0,0,0.0,60.0,0.7,0.003,47.82608695652174,0.7,0.00225,20.0,56.52173913043478,21.5,45.0,0,0.0,0,0.0,0,0.0,0,0.0,11,2.756892230576441,23,5.764411027568922,0,0,0,0
global_good_area,baseline_5day,45,15,0.1,0.15,0.00825,60.0,47.82608695652174,107.82608695652175,47.82608695652174,12.173913043478258,399,1,0.2506265664160401,1,0,0.0,0,0.0,0,0.0,0,0.0,70.0,0.6,0.0,47.82608695652174,0.15,0.00825,20.0,56.52173913043478,21.5,45.0,11,2.756892230576441,1,0.2506265664160401,0,0.0,0,0.0,8,2.0050125313283207,12,3.007518796992481,0,0,0,0
global_good_area,baseline_5day,45,15,0.15,0.1,0.0075,50.0,39.130434782608695,89.13043478260869,39.130434782608695,10.869565217391305,399,3,0.7518796992481203,2,0,0.0,0,0.0,0,0.0,0,0.0,60.0,0.2,0.00225,39.130434782608695,0.3,0.00525,20.0,56.52173913043478,21.5,45.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5012531328320802,11,2.756892230576441,0,0,0,0
global_good_area,baseline_5day,45,15,0.2,0.05,0.00675,70.0,43.47826086956522,113.47826086956522,43.47826086956522,26.52173913043478,399,9,2.2556390977443606,1,0,0.0,0,0.0,0,0.0,0,0.0,70.0,0.25,0.00375,43.47826086956522,0.3,0.0045,20.0,56.52173913043478,21.5,45.0,12,3.007518796992481,4,1.0025062656641603,1,0.2506265664160401,0,0.0,4,1.0025062656641603,11,2.756892230576441,0,0,0,0
global_good_area,baseline_5day,45,20,0.01,0.7,0.003,50.0,43.47826086956522,93.47826086956522,43.47826086956522,6.521739130434781,399,1,0.2506265664160401,1,0,0.0,0,0.0,0,0.0,0,0.0,50.0,0.8,0.0,56.52173913043478,0.75,0.003,20.0,56.52173913043478,21.5,45.0,0,0.0,0,0.0,0,0.0,0,0.0,5,1.2531328320802004,10,2.506265664160401,0,0,0,0
global_good_area,baseline_5day,45,20,0.02,0.45,0.006,60.0,39.130434782608695,99.13043478260869,39.130434782608695,20.869565217391305,399,1,0.2506265664160401,1,0,0.0,0,0.0,0,0.0,0,0.0,60.0,0.55,0.00375,52.17391304347826,0.75,0.003,20.0,56.52173913043478,21.5,45.0,0,0.0,0,0.0,0,0.0,0,0.0,5,1.2531328320802004,11,2.756892230576441,0,0,0,0
global_good_area,baseline_5day,45,20,0.05,0.55,0.003,60.0,34.78260869565217,94.78260869565217,34.78260869565217,25.217391304347828,399,1,0.2506265664160401,1,0,0.0,0,0.0,0,0.0,0,0.0,60.0,0.65,0.0015,47.82608695652174,0.55,0.00375,20.0,56.52173913043478,21.5,45.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2506265664160401,9,2.2556390977443606,0,0,0,0
global_good_area,baseline_5day,45,20,0.1,0.15,0.0075,60.0,30.434782608695652,90.43478260869566,30.434782608695652,29.565217391304348,399,1,0.2506265664160401,3,0,0.0,0,0.0,0,0.0,0,0.0,60.0,0.55,0.0015,43.47826086956522,0.4,0.00525,20.0,56.52173913043478,21.5,45.0,0,0.0,0,0.0,0,0.0,0,0.0,8,2.0050125313283207,13,3.258145363408521,0,0,0,0
global_good_area,baseline_5day,45,20,0.15,0.25,0.006,60.0,39.130434782608695,99.13043478260869,39.130434782608695,20.869565217391305,399,6,1.5037593984962405,2,0,0.0,0,0.0,0,0.0,0,0.0,70.0,0.5,0.0,39.130434782608695,0.3,0.00525,20.0,56.52173913043478,21.5,45.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5012531328320802,5,1.2531328320802004,0,0,0,0
global_good_area,baseline_5day,45,20,0.2,0.05,0.00675,60.0,39.130434782608695,99.13043478260869,39.130434782608695,20.869565217391305,399,3,0.7518796992481203,1,0,0.0,0,0.0,0,0.0,0,0.0,60.0,0.2,0.00225,39.130434782608695,0.2,0.00525,20.0,56.52173913043478,21.5,45.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0025062656641603,8,2.0050125313283207,0,0,0,0
