window_start,window_time
400,2020-10-15 07:13:00
406,2020-10-15 08:13:00
412,2020-10-15 09:13:00
418,2020-10-15 10:13:00
424,2020-10-15 11:13:00
430,2020-10-15 12:13:00
436,2020-10-15 13:13:00
442,2020-10-15 14:13:00
448,2020-10-15 15:13:00
454,2020-10-15 16:13:00
460,2020-10-15 17:13:00
466,2020-10-15 18:13:00
472,2020-10-15 19:13:00
478,2020-10-15 20:13:00
484,2020-10-15 21:13:00
490,2020-10-15 22:13:00
496,2020-10-15 23:13:00
502,2020-10-16 00:13:00
508,2020-10-16 01:13:00
514,2020-10-16 02:13:00
520,2020-10-16 03:13:00
526,2020-10-16 04:13:00
532,2020-10-16 05:13:00
538,2020-10-16 06:13:00
544,2020-10-16 07:13:00
550,2020-10-16 08:13:00
556,2020-10-16 09:13:00
562,2020-10-16 10:13:00
568,2020-10-16 11:13:00
574,2020-10-16 12:13:00
580,2020-10-16 13:13:00
586,2020-10-16 14:13:00
592,2020-10-16 15:13:00
598,2020-10-16 16:13:00
604,2020-10-16 17:13:00
610,2020-10-16 18:13:00
616,2020-10-16 19:13:00
622,2020-10-16 20:13:00
628,2020-10-16 21:13:00
634,2020-10-16 22:13:00
640,2020-10-16 23:13:00
646,2020-10-17 00:13:00
652,2020-10-17 01:13:00
658,2020-10-17 02:13:00
664,2020-10-17 03:13:00
670,2020-10-17 04:13:00
676,2020-10-17 05:13:00
682,2020-10-17 06:13:00
688,2020-10-17 07:13:00
694,2020-10-17 08:13:00
700,2020-10-17 09:13:00
706,2020-10-17 10:13:00
712,2020-10-17 11:13:00
718,2020-10-17 12:13:00
724,2020-10-17 13:13:00
730,2020-10-17 14:13:00
736,2020-10-17 15:13:00
742,2020-10-17 16:13:00
748,2020-10-17 17:13:00
754,2020-10-17 18:13:00
760,2020-10-17 19:13:00
766,2020-10-17 20:13:00
772,2020-10-17 21:13:00
778,2020-10-17 22:13:00
784,2020-10-17 23:13:00
790,2020-10-18 00:13:00
796,2020-10-18 01:13:00
802,2020-10-18 02:13:00
808,2020-10-18 03:13:00
814,2020-10-18 04:13:00
820,2020-10-18 05:13:00
826,2020-10-18 06:13:00
832,2020-10-18 07:13:00
838,2020-10-18 08:13:00
844,2020-10-18 09:13:00
850,2020-10-18 10:13:00
856,2020-10-18 11:13:00
862,2020-10-18 12:13:00
868,2020-10-18 13:13:00
874,2020-10-18 14:13:00
880,2020-10-18 15:13:00
886,2020-10-18 16:13:00
892,2020-10-18 17:13:00
898,2020-10-18 18:13:00
904,2020-10-18 19:13:00
910,2020-10-18 20:13:00
916,2020-10-18 21:13:00
922,2020-10-18 22:13:00
928,2020-10-18 23:13:00
934,2020-10-19 00:13:00
940,2020-10-19 01:13:00
946,2020-10-19 02:13:00
952,2020-10-19 03:13:00
958,2020-10-19 04:13:00
964,2020-10-19 05:13:00
970,2020-10-19 06:13:00
976,2020-10-19 07:13:00
982,2020-10-19 08:13:00
988,2020-10-19 09:13:00
994,2020-10-19 10:13:00
1000,2020-10-19 11:13:00
1006,2020-10-19 12:13:00
1012,2020-10-19 13:13:00
1018,2020-10-19 14:13:00
1024,2020-10-19 15:13:00
1030,2020-10-19 16:13:00
1036,2020-10-19 17:13:00
1042,2020-10-19 18:13:00
1048,2020-10-19 19:13:00
1054,2020-10-19 20:13:00
1060,2020-10-19 21:13:00
1066,2020-10-19 22:13:00
1072,2020-10-19 23:13:00
1078,2020-10-20 00:13:00
1084,2020-10-20 01:13:00
1090,2020-10-20 02:13:00
1096,2020-10-20 03:13:00
1102,2020-10-20 04:13:00
1108,2020-10-20 05:13:00
1114,2020-10-20 06:13:00
1120,2020-10-20 07:13:00
1126,2020-10-20 08:13:00
1132,2020-10-20 09:13:00
1138,2020-10-20 10:13:00
1144,2020-10-20 11:13:00
1150,2020-10-20 12:13:00
1156,2020-10-20 13:13:00
1162,2020-10-20 14:13:00
1168,2020-10-20 15:13:00
1174,2020-10-20 16:13:00
1180,2020-10-20 17:13:00
1186,2020-10-20 18:13:00
1192,2020-10-20 19:13:00
1198,2020-10-20 20:13:00
1204,2020-10-20 21:13:00
1210,2020-10-20 22:13:00
1216,2020-10-20 23:13:00
1222,2020-10-21 00:13:00
1228,2020-10-21 01:13:00
1234,2020-10-21 02:13:00
1240,2020-10-21 03:13:00
1246,2020-10-21 04:13:00
1252,2020-10-21 05:13:00
1258,2020-10-21 06:13:00
1264,2020-10-21 07:13:00
1270,2020-10-21 08:13:00
1276,2020-10-21 09:13:00
1282,2020-10-21 10:13:00
1288,2020-10-21 11:13:00
1294,2020-10-21 12:13:00
1300,2020-10-21 13:13:00
1306,2020-10-21 14:13:00
1312,2020-10-21 15:13:00
1318,2020-10-21 16:13:00
1324,2020-10-21 17:13:00
1330,2020-10-21 18:13:00
1336,2020-10-21 19:13:00
1342,2020-10-21 20:13:00
1348,2020-10-21 21:13:00
1354,2020-10-21 22:13:00
1360,2020-10-21 23:13:00
1366,2020-10-22 00:13:00
1372,2020-10-22 01:13:00
1378,2020-10-22 02:13:00
1384,2020-10-22 03:13:00
1390,2020-10-22 04:13:00
1396,2020-10-22 05:13:00
1402,2020-10-22 06:13:00
1408,2020-10-22 07:13:00
1414,2020-10-22 08:13:00
1420,2020-10-22 09:13:00
1426,2020-10-22 10:13:00
1432,2020-10-22 11:13:00
1438,2020-10-22 12:13:00
1444,2020-10-22 13:13:00
1450,2020-10-22 14:13:00
1456,2020-10-22 15:13:00
1462,2020-10-22 16:13:00
1468,2020-10-22 17:13:00
1474,2020-10-22 18:13:00
1480,2020-10-22 19:13:00
1486,2020-10-22 20:13:00
1492,2020-10-22 21:13:00
1498,2020-10-22 22:13:00
1504,2020-10-22 23:13:00
1510,2020-10-23 00:13:00
1516,2020-10-23 01:13:00
1522,2020-10-23 02:13:00
1528,2020-10-23 03:13:00
1534,2020-10-23 04:13:00
1540,2020-10-23 05:13:00
1546,2020-10-23 06:13:00
1552,2020-10-23 07:13:00
1558,2020-10-23 08:13:00
1564,2020-10-23 09:13:00
1570,2020-10-23 10:13:00
1576,2020-10-23 11:13:00
1582,2020-10-23 12:13:00
1588,2020-10-23 13:13:00
1594,2020-10-23 14:13:00
1600,2020-10-23 15:13:00
1606,2020-10-23 16:13:00
1612,2020-10-23 17:13:00
1618,2020-10-23 18:13:00
1624,2020-10-23 19:13:00
1630,2020-10-23 20:13:00
1636,2020-10-23 21:13:00
1642,2020-10-23 22:13:00
1648,2020-10-23 23:13:00
1654,2020-10-24 00:13:00
1660,2020-10-24 01:13:00
1666,2020-10-24 02:13:00
1672,2020-10-24 03:13:00
1678,2020-10-24 04:13:00
1684,2020-10-24 05:13:00
1690,2020-10-24 06:13:00
1696,2020-10-24 07:13:00
1702,2020-10-24 08:13:00
1708,2020-10-24 09:13:00
1714,2020-10-24 10:13:00
1720,2020-10-24 11:13:00
1726,2020-10-24 12:13:00
1732,2020-10-24 13:13:00
1738,2020-10-24 14:13:00
1744,2020-10-24 15:13:00
1750,2020-10-24 16:13:00
1756,2020-10-24 17:13:00
1762,2020-10-24 18:13:00
1768,2020-10-24 19:13:00
1774,2020-10-24 20:13:00
1780,2020-10-24 21:13:00
1786,2020-10-24 22:13:00
1792,2020-10-24 23:13:00
1798,2020-10-25 00:13:00
1804,2020-10-25 01:13:00
1810,2020-10-25 02:13:00
1816,2020-10-25 03:13:00
1822,2020-10-25 04:13:00
1828,2020-10-25 05:13:00
1834,2020-10-25 06:13:00
1840,2020-10-25 07:13:00
1846,2020-10-25 08:13:00
1852,2020-10-25 09:13:00
1858,2020-10-25 10:13:00
1864,2020-10-25 11:13:00
1870,2020-10-25 12:13:00
1876,2020-10-25 13:13:00
1882,2020-10-25 14:13:00
1888,2020-10-25 15:13:00
1894,2020-10-25 16:13:00
1900,2020-10-25 17:13:00
1906,2020-10-25 18:13:00
1912,2020-10-25 19:13:00
1918,2020-10-25 20:13:00
1924,2020-10-25 21:13:00
1930,2020-10-25 22:13:00
1936,2020-10-25 23:13:00
1942,2020-10-26 00:13:00
1948,2020-10-26 01:13:00
1954,2020-10-26 02:13:00
1960,2020-10-26 03:13:00
1966,2020-10-26 04:13:00
1972,2020-10-26 05:13:00
1978,2020-10-26 06:13:00
1984,2020-10-26 07:13:00
1990,2020-10-26 08:13:00
1996,2020-10-26 09:13:00
2002,2020-10-26 10:13:00
2008,2020-10-26 11:13:00
2014,2020-10-26 12:13:00
2020,2020-10-26 13:13:00
2026,2020-10-26 14:13:00
2032,2020-10-26 15:13:00
2038,2020-10-26 16:13:00
2044,2020-10-26 17:13:00
2050,2020-10-26 18:13:00
2056,2020-10-26 19:13:00
2062,2020-10-26 20:13:00
2068,2020-10-26 21:13:00
2074,2020-10-26 22:13:00
2080,2020-10-26 23:13:00
2086,2020-10-27 00:13:00
2092,2020-10-27 01:13:00
2098,2020-10-27 02:13:00
2104,2020-10-27 03:13:00
2110,2020-10-27 04:13:00
2116,2020-10-27 05:13:00
2122,2020-10-27 06:13:00
2128,2020-10-27 07:13:00
2134,2020-10-27 08:13:00
2140,2020-10-27 09:13:00
2146,2020-10-27 10:13:00
2152,2020-10-27 11:13:00
2158,2020-10-27 12:13:00
2164,2020-10-27 13:13:00
2170,2020-10-27 14:13:00
2176,2020-10-27 15:13:00
2182,2020-10-27 16:13:00
2188,2020-10-27 17:13:00
2194,2020-10-27 18:13:00
2200,2020-10-27 19:13:00
2206,2020-10-27 20:13:00
2212,2020-10-27 21:13:00
2218,2020-10-27 22:13:00
2224,2020-10-27 23:13:00
2230,2020-10-28 00:13:00
2236,2020-10-28 01:13:00
2242,2020-10-28 02:13:00
